"","...5","...43","...53","...63","...68"
"237","882","159.995","170.05","179.72200000000001","185.94399999999999"
"238","772","1.714","1.5069999999999999","1.2130000000000001","1.129"
"239","776","93.896000000000001","95.971999999999994","100.908","103.98099999999999"
"240","798","8.2110000000000003","9.298","9.9969999999999999","10.521000000000001"
"241","876","13.625","14.147","14.936999999999999","12.686"
"242","1829","973947.61300000001","1021447.965","1056575.0249999999","1079700.42"
"243","917","707584.18599999999","726994.43299999996","729287.88100000005","736412.99800000002"
"244","923","303239.02399999998","309435.12400000001","297500.55599999998","294872.86700000003"
"245","112","9901.4930000000004","10077.606","9562.0830000000005","9420.5759999999991"
"246","100","8975.3529999999992","8379.3050000000003","7686.9639999999999","7425.0110000000004"
"247","203","10331.144","10358.19","10258.165000000001","10536.513999999999"
"248","348","10566.321","10349.308000000001","10085.941999999999","9927.3799999999992"
"249","616","37133.86","38458.642","38368.957000000002","38329.784"
"250","498","4216.2439999999997","4340.6019999999999","4159.2960000000003","4086.09"
"251","642","23071.258000000002","22964.746999999999","21417.287","20471.86"
"252","643","142957.28899999999","148227.47099999999","143672.125","143479.27299999999"
"253","703","5166.7870000000003","5375.47","5398.9620000000004","5404.2929999999997"
"254","804","50919.275000000001","50903.783000000003","46890.775000000001","45792.086000000003"
"255","924","90611.323000000004","93176.744000000006","96307.37","100398.30100000001"
"256","830","133.80000000000001","143.47999999999999","151.67400000000001","159.71799999999999"
"257","208","5114.25","5232.7089999999998","5421.701","5554.8490000000002"
"258","233","1522.405","1433.0260000000001","1355.65","1332.1030000000001"
"259","234","45.328000000000003","45.625","47.731000000000002","47.802999999999997"
"260","246","4911.22","5119.0119999999997","5258.933","5365.7839999999997"
"261","352","241.58699999999999","267.62700000000001","294.976","320.34199999999998"
"262","372","3510.9780000000001","3592.18","4141.2179999999998","4554.33"
"263","833","64.277000000000001","72.132999999999996","80.293000000000006","84.855999999999995"
"264","428","2580.7629999999999","2508.4760000000001","2251.9960000000001","2118.855"
"265","440","3562.3989999999999","3626.6089999999999","3344.259","3123.8249999999998"
"266","578","4153.1109999999999","4366.9960000000001","4632.3590000000004","4885.8779999999997"
"267","752","8357.65","8836.4210000000003","9038.6270000000004","9390.1569999999992"
"268","826","56413.555","57932.45","60287.953000000001","63459.800999999999"
"269","925","141883.584","144332.47700000001","149676.16800000001","153015.51800000001"
"270","8","2969.6709999999998","3112.9229999999998","3086.81","2948.029"
"271","20","44.593000000000004","63.86","78.870999999999995","84.453999999999994"
"272","70","4392.1350000000002","3829.049","3765.3319999999999","3705.4780000000001"
"273","191","4716.1229999999996","4616.7629999999999","4378.0659999999998","4328.1629999999996"
"274","292","29.151","28.687999999999999","33.222000000000001","33.585000000000001"
"275","300","9968.2330000000002","10745.502","11224.8","10887.64"
"276","336","0.74","0.77800000000000002","0.79800000000000004","0.78300000000000003"
"277","380","56936.775999999998","57174.411999999997","58281.209000000003","59325.232000000004"
"278","470","346.25400000000002","376.89299999999997","404.65899999999999","414.25700000000001"
"279","499","614.01099999999997","620.41899999999998","616.38800000000003","624.279"
"280","807","1981.5360000000001","1983.259","2060.2800000000002","2070.7370000000001"
"281","620","9929.1759999999995","10091.322","10508.494000000001","10596.055"
"282","674","22.794","25.925000000000001","29.324000000000002","31.221"
"283","688","9253.3960000000006","9884.1450000000004","9193.8179999999993","8991.2579999999998"
"284","705","1945.1289999999999","1991.126","1994.979","2043.336"
"285","724","38733.866000000002","39787.413","44019.118000000002","46931.010999999999"
"286","926","171850.255","180050.08799999999","185803.78700000001","188126.31200000001"
"287","40","7614.8739999999998","7990.1130000000003","8253.6560000000009","8409.9449999999997"
"288","56","9916.5769999999993","10186.304","10546.885","10938.735000000001"
"289","250","55254.838000000003","57801.887000000002","61120.127999999997","62879.535000000003"
"290","276","77691.591","81138.653000000006","81602.739000000001","80827.001000000004"
"291","438","27.286000000000001","30.884","34.718000000000004","35.996000000000002"
"292","442","366.88200000000001","408.14499999999998","457.84800000000001","507.89"
"293","492","28.835999999999999","30.731000000000002","33.841999999999999","35.609000000000002"
"294","528","14513.947","15467.852000000001","16367.153","16682.927"
"295","756","6435.424","6995.5190000000002","7386.8180000000002","7808.674"
"296","918","266363.42700000003","294453.53200000001","327287.14399999997","343287.42200000002"
"297","60","59.594000000000001","63.439","66.260000000000005","65.388000000000005"
"298","124","25744.807000000001","29164.152999999998","32164.312999999998","34147.565999999999"
"299","304","53.186999999999998","55.81","56.948999999999998","56.637999999999998"
"300","666","6.0170000000000003","6.3890000000000002","6.1130000000000004","6.3609999999999998"
"301","840","240499.82199999999","265163.74099999998","294993.50900000002","309011.46899999998"
